7	182
+	1215
2	376
=	2522
96	13
9	136
159	3
162	4
4	227
65	12
144	5
112	5
6	189
821	1
-	883
17	42
44	9
14	50
189	4
1146	1
22	26
245	4
1920	1
25	51
452	1
08	1
3	285
813	1
73	10
0	11
341	1
34	20
712	1
122	9
67	6
511	1
1	110
33	14
11	46
23	28
52	8
12	113
32	34
*	570
10	134
/	824
5	271
.	3
>	28
19	35
13	32
45	26
18	80
20	71
5524	1
388	3
1829	1
1210	2
55	19
154	4
615	4
8	176
1217	2
415	3
625	1
15	102
108	3
145	2
152	4
186	2
114	3
710	4
79	10
78	9
512	1
16	58
2815	2
2221	1
38542	1
387	3
92934	1
28	24
6228	2
4663	1
50	15
113292	1
324	3
616105	1
698	2
803425	1
275	3
70012	1
2022	2
3513	1
3330	1
4026	1
4326	1
3247	1
6054	1
774	2
<	24
1914	2
376	1
21	26
175	6
3712	1
2418	1
3618	1
2217	2
3122	2
47	14
693	2
1287	3
7949	1
3154	1
6625	1
1418	1
924	3
628	3
2331	1
1722	1
1843	1
3230	1
2258	2
4286	1
36	18
5042	1
29	18
1325	1
728	2
35	23
63407	1
129	6
27858	1
37	10
9544	1
2660	1
2632	2
4414	2
3689	1
5728	1
27	35
55356	1
244210	1
58	9
15223	1
1731	1
5341	1
2398	1
43	11
19105	1
12739	1
43252	1
27539	1
61105	1
56	6
4954	1
38142	1
31	18
111304	1
276	4
2838	1
51117	1
40	19
778	1
32187	1
134	2
5335	1
2941	1
64	13
10550	1
6225	1
6186	1
2290	1
2365	1
3089	1
68	10
21120	2
4116	2
925	2
617	3
938	1
486	1
4899	1
99	3
198	2
125	4
6138	1
2378	1
461	1
60	81
;	294
30	28
135	4
30013	1
5250	1
1033	1
1317	1
7;	3
2;	11
443	3
1888	1
8012	1
2421	1
327	3
2128	1
3;	15
442	1
212	4
100	17
3832	1
30;	4
:	102
3:30	1
..20	1
32.25	1
0.25	1
9388	1
223	1
1655	1
102	4
242	3
80	9
75	15
45;	6
5:451.00	1
0.54	1
0.4613	1
2524	2
484	1
203.00	1
1.00	1
2.005	1
1543	1
72	8
14912	1
50;	2
12:504	1
70	8
501.80	1
0.45	1
1.359	1
0.59	1
593	1
71	3
90	11
24	40
667	1
2.42	1
168100	1
3.;	1
1.50	1
306	2
10;	7
6:108	1
15;	5
8:1510	1
359	2
9524	1
7020	1
6915	1
3015	1
5530	1
9025	1
4510	2
7015	1
3810	1
505	1
3010	2
4515	1
5060	2
15555	1
11012	1
2010	1
2013	1
3040	1
8020	1
6555	1
7822	1
9535	1
5520	1
4542	1
6534	1
4926	1
6365	1
9347	1
7634	1
6155	1
9823	1
5119	1
3527	2
4314	1
38	12
5247	2
7425	1
10015	1
4524	1
5148	1
46	10
9430	1
14515	1
7023	1
9739	1
6857	1
66	2
12314	1
4034	1
7136	1
63435	1
139	3
57436	1
109241	1
426	1
667101	1
379	1
480147	1
203567	1
325	3
892451	1
150	3
601276	1
147	1
423583	1
246	4
829598	1
354	1
952134	1
269	1
403472	1
288	1
760589	1
345	1
934219	1
328	2
547645	1
567	1
1212318	1
544	2
862413	1
487	2
900239	1
622	1
861432	1
297	1
729145	1
255	1
400234	1
378	4
6121250	1
204	2
1454676	1
315	3
991465	1
527	2
992354	1
228	1
582383	1
431	1
814337	1
335	2
672154	1
237	1
391279	1
234	2
513235	1
165	2
40067	1
3555	1
3043	1
1279	1
3486	1
6533	1
1956	1
3460	1
2036	3
1877	1
1170	3
2490	1
51	6
3963	1
49	16
1498	1
39	11
5978	1
63100	1
8585	1
6969	1
1935	2
18100	1
7361	1
4872	1
1768	1
3983	1
6595	1
76	5
1945	1
1874	1
3889	1
57	11
3296	2
48	23
4861	1
27830	1
303452	1
9830	1
506550	1
107553	1
369	3
184600	1
254	2
346537	1
168712	1
478974	1
588	1
386421	1
377	1
44465	1
399	2
66555	1
347	2
208487	1
295	3
192823	1
676	1
147911	1
762	1
149900	1
513469	1
257	1
212546	1
396635	1
359333	1
157	3
176501	1
294	1
207222	1
155	3
67450	1
287	2
163306	1
259	1
47300	1
149	1
151999	1
834834	1
705467	1
68475	1
199	3
276700	1
561	2
139750	1
235	1
240280	1
120240	1
240	5
405500	1
131	3
180179	1
141	1
156	2
164376	1
123	2
136	3
117500	1
247	3
109185	1
82450	1
215	2
137	2
9870	1
11387	1
735900	1
250	6
265	2
385453	1
238	3
190	2
2554	1
54	7
91169	1
69	6
48100	1
45800	1
350	1
268	3
18248	1
6975	1
125560	1
118	2
174436	1
132	8
236	1
68350	1
90532	1
253	2
143	3
136291	1
166347	1
146	2
548700	1
225	4
230650	1
225900	1
260	2
315570	1
140	1
570	1
1000800	1
300	6
2624	2
169	4
457	2
425	1
409	1
548	2
566	2
124	2
206	1
309	1
722	2
219	1
365	4
406	3
187	2
635	2
356	4
549	1
724	3
82	10
164	3
813.00	1
4220	1
10010	1
509	1
9050	1
3508	1
8003	1
6040	1
3209	1
5407	1
7060	2
3008	1
4805	1
15020	1
809	1
2707	1
14020	1
18030	1
21050	2
4004	1
24010	1
1003	1
2704	1
1605	1
2507	1
4906	1
4807	1
49030	1
12010	1
608	1
3207	1
63065	1
4553	1
73856	1
5044	1
4888	1
1785	1
1428045	1
360268	1
187683	1
498324	1
29161367	1
683529	1
10508	1
5124	1
14243	1
2435	1
730544	1
3084	1
9845	1
1406	1
22687	1
934	2
653827	1
81283	1
1415328	1
295217	1
1362	1
4897	1
97948	1
478	1
38249	1
4417	1
39626	1
1989	1
328580	1
10120	1
12700	1
732	1
881	2
9420	1
6030	1
680	1
4140	1
2056	1
745	3
554	3
949	1
718	5
950	1
1072	1
835	2
748	3
836	1
963	2
788	1
11140	1
1036	1
1248	1
754	2
656	1
812	3
447	2
559	1
3276	1
23480	1
4053	1
1774	2
298	3
14480	1
2494	1
694	1
6210	1
21350	1
35119	1
2119	1
2680	1
3434	1
233	1
110	2
217	2
317	3
361	1
1120	1
1296	1
12420	1
14240	1
20143	1
1399	2
326	1
226	5
1479	1
345179	1
2171215	1
1112	2
2327106	1
1361	1
2251	1
2327	1
6373	1
1846	1
92115	1
460397	1
476435	1
332109	1
43637	1
7034	1
1540136	1
244811	1
3327	1
43218	1
52214	1
8452	1
780312	1
4555245	1
8261	1
600321	1
16835	1
420303	1
8484150	1
225023	1
46105	1
210349	1
139684	1
1167637	1
629544	1
174085	1
4615	1
500	2
300034	1
418	2
6143	1
1312	2
96150	1
3060	1
1512	2
6020	1
1007	1
28100	1
53	10
120010	1
3.333100	1
40063	1
2180	1
203	1
758	1
2912	1
2889	1
220516	1
72056	1
2252	1
63380	1
32383	1
481400	1
290	3
111010	1
22096	1
12813	1
6886	1
426648	1
162143	1
13217	1
109	4
326126	1
81	7
45121	1
99593	1
183	1
776344	1
2081222	1
513	3
709223	1
95	3
128323	1
49827	1
4865.00	1
4.28	1
0.721.54	1
4.6220	1
948	2
12250	1
12501.02	1
0.34	1
1.365256	1
2987	1
82434.80	1
1.203409	1
32641250	1
37508	1
360124	1
372300	1
51134	1
1475	1
78276	1
20415	1
75127	1
88	5
394	1
4837	1
29622	1
2428	1
1865899	1
119	5
6601816	1
63.75	1
1.2574	1
740	1
540	3
688	1
445	2
2.548	1
41.3	1
26	19
21144	1
43230	1
120212	1
280280	1
68279	1
159157	1
86	5
40036	1
85	2
121600	1
2737	1
112750	1
532	2
21823	1
10353	1
4214	1
4669	1
4892	2
562	2
121.80	1
1.40	1
3.2;	1
2.75	1
6.70	1
1.70	1
11.15;	1
11.15	2
3.2	1
7.9512	1
10243	1
78;	1
77	3
23;	1
16;	3
110.20	1
12.80	1
9.15	1
32.15;	1
32.15	1
31.50	1
0.653	1
12;	3
2526	1
1703	1
8;	7
6;	3
170.60	1
1.2;	1
5.15	1
3.20	1
1.2	3
0.75	1
10.3;	1
10.3	1
4.74	1
308	3
768	2
5;	11
15300	1
2037	1
1105	1
289	1
2935	1
103	5
8935	1
815	3
2106	1
27128	1
128	4
0.35	1
83.2600	1
600	2
0.2	1
4806760	1
450	3
104000	1
4000	2
0.1	2
440015	1
190.811	1
15840	1
41	10
42	15
8543	1
4066	1
6126	1
2839	1
3395	1
3216	1
4036	1
5787	1
1854	2
1015	4
4676	1
5622	1
83100	1
4342	1
6650	2
4634	1
59	5
4690	1
2277	1
3094	1
2967	1
2387	1
4449	1
2288	1
3267	1
1692	1
4186	1
2984	1
3996	1
5886	1
4878	1
1367	1
1489	1
221	1
92	5
106	2
148	3
104	3
83	11
783	1
1189	1
1288	1
1456	1
852	1
879	1
7638	1
8315	2
5221	1
7135	1
5143	1
9342	1
9925	1
5514	1
57200	1
4200	2
4757	1
42757	1
42519	1
15519	1
15248	1
8248	1
83484	1
193	3
103484	1
10292	1
4292	1
41230	1
301230	1
30158	1
2158	1
2285	3
9285	1
9728	1
24728	1
2453	1
553	1
519	2
586	1
542	1
642	1
629	1
229	3
244	1
444	1
422	1
222	1
239	2
439	1
454	1
232	2
595	2
127	2
2122	1
2172	1
10172	1
10134	1
14134	1
14;	2
23730	1
73730	1
726	3
1495	3
20495	1
2090	1
690	4
101050	1
10250	1
2164	2
11;	2
20;	3
54305	1
72;	2
1188	1
4;	4
10367	1
218	2
97;	1
97	5
121389	1
71093	1
2717	1
'	23
195	2
270	1
200	6
220	3
800	3
2200	1
350140	1
10100	1
10600	1
1050	1
15065	1
55200	1
5700	1
5200	1
850800	1
1100	1
1008	1
[50	1
,	331
40]	3
11:3012	1
[10	1
12]	3
895	3
55;	5
14:5519	1
[5	1
15]	6
1213	4
13;	1
20:132	1
[20	1
10]	5
3:4510	1
[60	1
730	5
12:108	1
[90	1
120	2
60]	2
850	3
14:1014	1
[8	1
14]	3
1023	2
17:037	1
[16	1
24]	2
564	2
24;	2
9:249	1
[40	1
100]	1
955	2
15:5568.50	1
25.43	1
43.0753.90	1
39.33	1
14.5715:18	1
5:612:16	1
3:48:10	1
4:510:15	1
2:348:64	1
3:456:84	1
2:375:125	1
3:581:90	1
9:10425:300	1
17:12432:1080	1
2:5360:420	1
6:7240:320	1
3:42:3	1
12:183:1	1
24:84:5	1
16:203:4	1
18:2415	1
5[20	1
8]	5
40[12	1
60[5	1
3[6	1
16]	2
4814	1
63	4
9[30	1
7]	4
2103	1
4868	1
7735	1
2616	1
1225	3
2419	1
3873	1
3628	1
1413	1
21:'	1
926	1
818	2
14:	4
4011	1
36:	1
3318	1
305	1
404	1
3415	1
6480	1
6074	2
10:	11
87	5
5024	1
1926	1
1:'	1
9094	1
76:	1
126	3
62:	1
261	1
3067	1
8214	1
5392	1
4527	1
4275	1
1896	1
2845	1
2736	1
1719	1
4434	1
848	2
3945	1
7352	1
2832	1
2345	1
760	2
2437	1
6229	1
4348	1
7628	1
4436	1
2725	1
8064	1
4828	1
4018	1
2646	1
7895	1
1986	1
6436	1
8735	1
1545	1
7537	1
6894	1
4145	2
7860	1
8278	2
2527	2
3180	1
1465	1
3850	1
1925	1
6047	1
6230	1
1916	1
4055	1
3762	1
3554	2
7197	1
7933	1
1515	1
9356	1
7428	1
916	3
4[15	1
24018	1
610	1
515	3
314	3
318	2
9[12	1
60[8	1
5]	7
40[18	1
9012	1
4[5	1
19]	2
9577	1
4870	1
3748	1
1275	1
4095	1
7490	1
3550	2
1818	1
5127	1
3175	1
4280	1
5865	1
2248	2
1445	1
7717	1
1716	1
9160	1
2590	1
1626	1
3342	1
7567	1
2195	1
1438	1
857	1
6417	1
5885	1
6716	1
4475	1
1727	1
4290	1
6592	1
74	5
1855	1
1627	1
4237	1
8245	2
3662	1
4890	1
7835	1
9192	1
3637	1
9290	1
3314	2
3032	1
1480	1
3435	1
6270	1
5475	1
5736	1
1996	1
4953	1
7146	1
7092	1
4791	1
5348	1
9498	1
5984	1
3825	1
4023	1
914	1
6'	1
14'	1
414	3
20'	1
17'	1
14.	1
13.	1
4'	1
7'	1
0.4	2
12'	2
18'	1
0.8	1
0.818	1
15'	1
1.5'	2
0.833	2
258	1
4078	1
105	2
1142	1
1622	1
1718	1
383	1
1329	1
153	2
25108	1
1563	1
12.	1
1517	1
504	2
12822	1
534	1
115000	1
2000	1
2.50	1
0;	3
5092	1
3971	1
112112	1
401410	1
6908	1
